Compound,0.02 V,0.1 V,0.5 V,1.0 V,5.0 V
10^4,-1.58943E-6,-1.38479E-6,-2.15747E-6,-5.70152E-6,-1.55849E-4
10^4,-1.59827E-6,-1.41283E-6,-2.17885E-6,-5.76792E-6,-1.63044E-4
10^4,-1.604E-6,-1.43049E-6,-2.27661E-6,-5.84634E-6,-1.76521E-4
10^4,-1.60873E-6,-1.44874E-6,-2.35991E-6,-5.91374E-6,-1.947E-4
10^4,-1.61258E-6,-1.47581E-6,-2.4043E-6,-5.98939E-6,-2.20807E-4
10^4,-1.6177E-6,-1.49588E-6,-2.52614E-6,-6.03816E-6,-2.35087E-4
10^4,-1.62347E-6,-1.52108E-6,-2.58389E-6,-6.1129E-6,-2.29479E-4
10^4,-1.6266E-6,-1.54377E-6,-2.65053E-6,-6.18012E-6,-2.37417E-4
10^4,-1.62901E-6,-1.55619E-6,-2.77156E-6,-6.2585E-6,-2.46811E-4
10^4,-1.6407E-6,-1.58303E-6,-2.80876E-6,-6.32024E-6,-2.60936E-4
10^4,-1.64397E-6,-1.60287E-6,-2.92483E-6,-6.39663E-6,-2.75872E-4
10^4,-1.64553E-6,-1.60335E-6,-3.01561E-6,-6.26011E-6,-2.94231E-4
10^4,-1.64871E-6,-1.62542E-6,-3.0603E-6,-6.42259E-6,-3.12332E-4
10^4,-1.65572E-6,-1.66126E-6,-3.18327E-6,-6.51251E-6,-3.28642E-4
10^4,-1.66255E-6,-1.6782E-6,-3.27201E-6,-6.58387E-6,-3.43868E-4
10^4,-1.66836E-6,-1.70845E-6,-3.32616E-6,-6.68233E-6,-3.56144E-4
10^4,-1.67281E-6,-1.72144E-6,-3.44831E-6,-6.76218E-6,-3.68083E-4
10^4,-1.67574E-6,-1.74309E-6,-3.54523E-6,-6.8213E-6,-3.82659E-4
10^4,-1.67956E-6,-1.76485E-6,-3.59214E-6,-6.91556E-6,-4.0206E-4
10^4,-1.68805E-6,-1.78129E-6,-3.70663E-6,-6.98984E-6,-4.24888E-4
10^4,-1.69072E-6,-1.80547E-6,-3.80363E-6,-7.04063E-6,-4.51924E-4
10^4,-1.69536E-6,-1.82046E-6,-3.87631E-6,-7.13013E-6,-4.8364E-4
10^4,-1.69871E-6,-1.84361E-6,-4.00519E-6,-7.20557E-6,-5.39728E-4
10^4,-1.7052E-6,-1.86575E-6,-4.07152E-6,-7.24132E-6,-5.51637E-4
10^4,-1.71436E-6,-1.87803E-6,-4.17851E-6,-7.34235E-6,-5.78464E-4
10^4,-1.71745E-6,-1.88428E-6,-4.28682E-6,-7.41637E-6,-6.24135E-4
10^4,-1.72304E-6,-1.91565E-6,-4.36967E-6,-7.51418E-6,-6.7546E-4
10^4,-1.72404E-6,-1.94431E-6,-4.47147E-6,-7.5678E-6,-7.32005E-4
10^4,-1.7328E-6,-1.96826E-6,-4.58295E-6,-7.65841E-6,-7.91533E-4
10^4,-1.73343E-6,-1.98545E-6,-4.65793E-6,-7.52479E-6,-8.57393E-4
10^4,-1.7426E-6,-2.00707E-6,-4.77319E-6,-7.71082E-6,-9.25899E-4
10^4,-1.74834E-6,-2.02513E-6,-4.87724E-6,-7.7884E-6,-9.99452E-4
10^4,-1.74835E-6,-2.04376E-6,-4.98279E-6,-7.90514E-6,-0.00107
10^4,-1.75341E-6,-2.06081E-6,-5.09668E-6,-7.98949E-6,-0.00115
10^4,-1.75784E-6,-2.08873E-6,-5.17705E-6,-8.08504E-6,-0.00124
10^4,-1.76006E-6,-2.10688E-6,-5.28667E-6,-8.18877E-6,-0.00132
10^4,-1.76591E-6,-2.11987E-6,-5.40932E-6,-8.25835E-6,-0.00141
10^4,-1.77375E-6,-2.12318E-6,-5.46826E-6,-8.37354E-6,-0.0015
10^4,-1.77391E-6,-2.16802E-6,-5.57054E-6,-8.44215E-6,-0.00161
10^4,-1.781E-6,-2.19087E-6,-5.69389E-6,-8.57226E-6,-0.00175
10^4,-1.78747E-6,-2.20153E-6,-5.82564E-6,-8.65545E-6,-0.00186
10^4,-1.79233E-6,-2.22493E-6,-5.92933E-6,-8.75077E-6,-0.00198
10^4,-1.79659E-6,-2.24862E-6,-6.04478E-6,-8.86425E-6,-0.0021
10^4,-1.79853E-6,-2.26599E-6,-6.16894E-6,-8.96452E-6,-0.00228
10^4,-1.80241E-6,-2.28268E-6,-6.27512E-6,-9.08023E-6,-0.00242
10^4,-1.80341E-6,-2.30755E-6,-6.40706E-6,-9.22562E-6,-0.00258
10^4,-1.8107E-6,-2.32075E-6,-6.51534E-6,-9.35479E-6,-0.00272
10^4,-1.8139E-6,-2.34727E-6,-6.63154E-6,-9.49245E-6,-0.00287
10^4,-1.82432E-6,-2.36579E-6,-6.76208E-6,-9.58428E-6,-0.00303
10^4,-1.82615E-6,-2.37971E-6,-6.88346E-6,-9.71838E-6,-0.00318
10^4,-1.82879E-6,-2.40919E-6,-7.00543E-6,-9.66369E-6,-0.00328
10^4,-1.83531E-6,-2.4228E-6,-7.13972E-6,-9.72666E-6,-0.00339
10^4,-1.84129E-6,-2.44998E-6,-7.25361E-6,-1.04999E-5,-0.00352
10^4,-1.84552E-6,-2.47463E-6,-7.38465E-6,-9.89568E-6,-0.00366
10^4,-1.85012E-6,-2.48615E-6,-7.5267E-6,-1.00953E-5,-0.00381
10^4,-1.85604E-6,-2.5055E-6,-7.64387E-6,-1.03247E-5,-0.00394
10^4,-1.8577E-6,-2.51928E-6,-7.7801E-6,-1.0321E-5,-0.00409
10^4,-1.86024E-6,-2.55019E-6,-7.93277E-6,-1.05676E-5,-0.00425
10^4,-1.8671E-6,-2.56193E-6,-8.05133E-6,-1.07364E-5,-0.0044
10^4,-1.86836E-6,-2.58099E-6,-8.21247E-6,-1.09822E-5,-0.00457
10^4,-1.87198E-6,-2.6036E-6,-8.3352E-6,-1.12078E-5,-0.00472
10^4,-1.87386E-6,-2.62504E-6,-8.5246E-6,-1.14708E-5,-0.00489
10^4,-1.87449E-6,-2.64746E-6,-8.6132E-6,-1.17424E-5,-0.00508
10^4,-1.88483E-6,-2.66552E-6,-8.79682E-6,-1.20216E-5,-0.0053
10^4,-1.89154E-6,-2.68596E-6,-8.91549E-6,-1.234E-5,-0.00548
10^4,-1.89255E-6,-2.70134E-6,-9.09888E-6,-1.26971E-5,-0.00572
10^4,-1.8935E-6,-2.72475E-6,-9.25287E-6,-1.30818E-5,-0.0059
10^4,-1.9036E-6,-2.74218E-6,-9.55733E-6,-1.34918E-5,-0.00605
10^4,-1.91109E-6,-2.76388E-6,-9.67564E-6,-1.39585E-5,-0.00622
10^4,-1.91153E-6,-2.78115E-6,-9.83707E-6,-1.44684E-5,-0.00636
10^4,-1.91511E-6,-2.7987E-6,-1.00039E-5,-1.50291E-5,-0.00652
10^4,-1.91948E-6,-2.82056E-6,-1.00973E-5,-1.56521E-5,-0.00669
10^4,-1.92213E-6,-2.83717E-6,-1.04172E-5,-1.63337E-5,-0.00686
10^4,-1.92508E-6,-2.86119E-6,-1.04995E-5,-1.70814E-5,-0.00705
10^4,-1.9286E-6,-2.87991E-6,-1.06482E-5,-1.7917E-5,-0.00727
10^4,-1.92892E-6,-2.89246E-6,-1.06792E-5,-1.88247E-5,-0.00744
10^4,-1.94006E-6,-2.92325E-6,-1.08726E-5,-1.98469E-5,-0.00762
10^4,-1.94043E-6,-2.93829E-6,-1.10619E-5,-2.09682E-5,-0.00781
10^4,-1.94866E-6,-2.95565E-6,-1.1253E-5,-2.22353E-5,-0.00799
10^4,-1.95208E-6,-2.97523E-6,-1.14541E-5,-2.36297E-5,-0.00817
10^4,-1.95882E-6,-2.99133E-6,-1.16471E-5,-2.51979E-5,-0.00837
10^4,-1.96054E-6,-3.01296E-6,-1.18439E-5,-2.69493E-5,-0.00858
10^4,-1.96381E-6,-3.03612E-6,-1.20645E-5,-2.89005E-5,-0.00877
10^4,-1.96836E-6,-3.0522E-6,-1.21897E-5,-3.10601E-5,-0.00896
10^4,-1.9706E-6,-3.07388E-6,-1.24286E-5,-3.34289E-5,-0.00914
10^4,-1.97603E-6,-3.09017E-6,-1.26594E-5,-3.60398E-5,-0.00936
10^4,-1.97641E-6,-3.0944E-6,-1.28886E-5,-3.89034E-5,-0.00954
10^4,-1.98376E-6,-3.12409E-6,-1.31075E-5,-4.20359E-5,-0.00974
10^4,-1.99398E-6,-3.14529E-6,-1.33525E-5,-4.54365E-5,-0.00993
10^4,-2.53569E-6,-3.97915E-6,-1.60866E-5,-6.27909E-5,-0.01411
10^4,-2.25877E-6,-3.48774E-6,-1.45578E-5,-5.35056E-5,-0.01392
10^4,-2.1359E-6,-3.34012E-6,-1.35297E-5,-4.89351E-5,-0.01374
10^4,-2.08688E-6,-3.23936E-6,-1.27831E-5,-4.55555E-5,-0.01352
10^4,-2.0483E-6,-3.1513E-6,-1.21964E-5,-4.27342E-5,-0.01332
10^4,-2.02352E-6,-3.09021E-6,-1.16965E-5,-4.02589E-5,-0.01308
10^4,-1.9987E-6,-3.02811E-6,-1.12763E-5,-3.80384E-5,-0.01287
10^4,-1.98538E-6,-2.97496E-6,-1.08947E-5,-3.59756E-5,-0.01264
10^4,-1.96804E-6,-2.93546E-6,-1.05517E-5,-3.40141E-5,-0.01241
10^4,-1.95047E-6,-2.9003E-6,-1.04999E-5,-3.21193E-5,-0.01216
10^4,-1.93932E-6,-2.85503E-6,-1.02367E-5,-3.02231E-5,-0.01191
10^4,-1.92271E-6,-2.81629E-6,-9.65982E-6,-2.83109E-5,-0.01168
10^4,-1.91069E-6,-2.77747E-6,-9.41265E-6,-2.64001E-5,-0.01146
10^4,-1.89826E-6,-2.74731E-6,-9.14725E-6,-2.44898E-5,-0.0112
10^4,-1.89367E-6,-2.7066E-6,-8.90376E-6,-2.26322E-5,-0.01098
10^4,-1.88133E-6,-2.6782E-6,-8.67059E-6,-2.07415E-5,-0.0108
10^4,-1.87432E-6,-2.63837E-6,-8.45154E-6,-1.90414E-5,-0.01058
10^4,-1.86048E-6,-2.6181E-6,-8.2268E-6,-1.74563E-5,-0.01034
10^4,-1.85184E-6,-2.58117E-6,-7.99325E-6,-1.5995E-5,-0.0101
10^4,-1.84514E-6,-2.54232E-6,-7.82324E-6,-1.46329E-5,-0.00987
10^4,-1.84313E-6,-2.52137E-6,-7.61504E-6,-1.34134E-5,-0.00964
10^4,-1.82021E-6,-2.48991E-6,-7.4232E-6,-1.23095E-5,-0.0094
10^4,-1.81436E-6,-2.45529E-6,-7.23436E-6,-1.13274E-5,-0.00915
10^4,-1.80152E-6,-2.43236E-6,-7.04706E-6,-1.04576E-5,-0.00892
10^4,-1.7917E-6,-2.40008E-6,-6.87501E-6,-1.04997E-5,-0.00869
10^4,-1.79081E-6,-2.39943E-6,-6.69726E-6,-8.96364E-6,-0.00855
10^4,-1.77784E-6,-2.34343E-6,-6.54101E-6,-8.29131E-6,-0.00832
10^4,-1.77047E-6,-2.31427E-6,-6.3742E-6,-7.70573E-6,-0.00808
10^4,-1.75397E-6,-2.28577E-6,-6.20223E-6,-7.18736E-6,-0.00784
10^4,-1.75079E-6,-2.25551E-6,-6.03858E-6,-6.7166E-6,-0.00761
10^4,-1.74196E-6,-2.24309E-6,-5.90831E-6,-6.28958E-6,-0.0074
10^4,-1.73191E-6,-2.21169E-6,-5.74832E-6,-5.89986E-6,-0.00718
10^4,-1.72919E-6,-2.17953E-6,-5.60988E-6,-5.51717E-6,-0.00697
10^4,-1.71871E-6,-2.15082E-6,-5.46591E-6,-5.18051E-6,-0.00675
10^4,-1.71433E-6,-2.12186E-6,-5.30562E-6,-4.86678E-6,-0.00653
10^4,-1.70531E-6,-2.1021E-6,-5.18337E-6,-4.57609E-6,-0.00631
10^4,-1.69088E-6,-2.09867E-6,-5.08052E-6,-4.31926E-6,-0.00612
10^4,-1.68849E-6,-2.07761E-6,-4.94013E-6,-4.15233E-6,-0.00591
10^4,-1.68332E-6,-2.02596E-6,-4.78543E-6,-3.86693E-6,-0.00569
10^4,-1.67416E-6,-1.99654E-6,-4.67527E-6,-3.65523E-6,-0.0055
10^4,-1.66787E-6,-1.97147E-6,-4.54381E-6,-3.42737E-6,-0.00529
10^4,-1.65794E-6,-1.94155E-6,-4.39131E-6,-3.21171E-6,-0.00509
10^4,-1.65437E-6,-1.9106E-6,-4.30793E-6,-3.0551E-6,-0.00488
10^4,-1.64195E-6,-1.89154E-6,-4.13704E-6,-2.85447E-6,-0.00468
10^4,-1.63515E-6,-1.86089E-6,-4.06622E-6,-2.69499E-6,-0.00447
10^4,-1.62705E-6,-1.8378E-6,-3.9658E-6,-2.55958E-6,-0.00427
10^4,-1.62369E-6,-1.81818E-6,-3.80999E-6,-2.38699E-6,-0.00407
10^4,-1.61483E-6,-1.8146E-6,-3.74254E-6,-2.2622E-6,-0.00387
10^4,-1.60453E-6,-1.77383E-6,-3.60745E-6,-2.13579E-6,-0.00368
10^4,-1.59694E-6,-1.76256E-6,-3.48959E-6,-1.9993E-6,-0.00349
10^4,-1.59121E-6,-1.71138E-6,-3.43141E-6,-1.902E-6,-0.00329
10^4,-1.58733E-6,-1.69039E-6,-3.27838E-6,-1.79183E-6,-0.0031
10^4,-1.57421E-6,-1.66661E-6,-3.17712E-6,-1.67689E-6,-0.00294
10^4,-1.56747E-6,-1.64413E-6,-3.01266E-6,-1.59492E-6,-0.00275
10^4,-1.55674E-6,-1.61373E-6,-3.00483E-6,-1.4889E-6,-0.00259
10^4,-1.55314E-6,-1.59217E-6,-2.87269E-6,-1.40026E-6,-0.00243
10^4,-1.55221E-6,-1.5671E-6,-2.76862E-6,-1.35323E-6,-0.0023
10^4,-1.5382E-6,-1.55076E-6,-2.69137E-6,-1.24849E-6,-0.00219
10^4,-1.53645E-6,-1.54068E-6,-2.55205E-6,-1.15999E-6,-0.0021
10^4,-1.52505E-6,-1.49508E-6,-2.48234E-6,-1.07378E-6,-0.00202
10^4,-1.51744E-6,-1.48016E-6,-2.37118E-6,-2.00079E-6,-0.00193
10^4,-1.51698E-6,-1.44764E-6,-2.25519E-6,-1.09755E-6,-0.00181
10^4,-1.50709E-6,-1.42448E-6,-2.1799E-6,-1.69384E-6,-0.0017
10^4,-1.49593E-6,-1.39671E-6,-2.0646E-6,-1.00322E-6,-0.00159
10^4,-1.49215E-6,-1.37635E-6,-1.9811E-6,-6.12258E-7,-0.00146
10^4,-1.48239E-6,-1.35269E-6,-1.89044E-6,-9.38932E-7,-0.00132
10^4,-1.47711E-6,-1.33149E-6,-1.85585E-6,-9.12258E-7,-0.0012
10^4,-1.47428E-6,-1.3075E-6,-1.70612E-6,-8.24582E-7,-0.00108
10^4,-1.46511E-6,-1.28182E-6,-1.61522E-6,-7.34674E-7,-9.5944E-4
10^4,-1.46017E-6,-1.26483E-6,-1.54299E-6,-6.53667E-7,-8.25502E-4
10^4,-1.4547E-6,-1.25879E-6,-1.44518E-6,-5.66093E-7,-7.03753E-4
10^4,-1.4447E-6,-1.22148E-6,-1.44518E-6,-4.81692E-7,-5.93557E-4
10^4,-1.43934E-6,-1.19554E-6,-1.44518E-6,-4.55208E-7,-5.00828E-4
10^4,-1.42935E-6,-1.17235E-6,-1.44518E-6,-3.35475E-7,-4.226E-4
10^4,-1.42432E-6,-1.1497E-6,-1.35277E-6,-2.49203E-7,-3.69126E-4
10^4,-1.41413E-6,-1.12657E-6,-1.35277E-6,-1.86456E-7,-3.20193E-4
10^4,-1.40972E-6,-1.10422E-6,-1.26888E-6,-1.41362E-7,-2.68228E-4
10^4,-1.40828E-6,-1.07777E-6,-1.19964E-6,-1.67265E-6,-2.33517E-4
10^4,-1.39831E-6,-1.06439E-6,-1.18053E-6,-2.31084E-7,-1.96409E-4
10^4,-1.39117E-6,-1.06439E-6,-1.10848E-6,-5.43296E-7,-1.63703E-4
10^4,-1.38675E-6,-1.06439E-6,-1.04533E-6,-2.67567E-7,-1.30441E-4
10^4,-1.38668E-6,-1.0408E-6,-1.04052E-6,-1.28183E-7,-1.00333E-4
10^4,-1.37985E-6,-1.02269E-6,-8.52861E-7,-1.27827E-6,-7.27946E-5
10^4,-1.36557E-6,-1.02006E-6,-8.00694E-7,-1.34521E-7,-3.9623E-5
10^4,-1.36271E-6,-1.00281E-6,-7.19076E-7,-3.39494E-7,-1.98857E-5
10^4,-1.35295E-6,-9.45945E-7,-6.46206E-7,-1.26643E-7,1.10605E-5
10^4,-1.34638E-6,-9.259E-7,-5.67779E-7,-1.04999E-6,5.34428E-5
10^4,-1.33998E-6,-9.06291E-7,-4.93023E-7,-5.86073E-7,1.06367E-4
10^4,-1.33179E-6,-8.93899E-7,-4.93023E-7,-2.61777E-7,1.59525E-4
10^4,-1.32718E-6,-8.77767E-7,-4.18385E-7,-1.15095E-6,2.31766E-4
10^4,-1.32075E-6,-8.56376E-7,-4.18385E-7,-1.04449E-7,3.24357E-4
10^4,-1.31055E-6,-8.56288E-7,-1.9375E-8,-1.82092E-7,3.94664E-4
10^4,-1.30709E-6,-8.56288E-7,1.89614E-8,-9.64591E-7,4.31019E-4
10^4,-1.30457E-6,-8.3651E-7,4.59626E-8,-2.16235E-7,4.95482E-4
10^4,-1.29699E-6,-8.15834E-7,9.95272E-8,1.81933E-8,6.00491E-4
10^4,-1.29128E-6,-7.95981E-7,1.04067E-7,5.74141E-7,7.32894E-4
10^4,-1.28535E-6,-7.54786E-7,1.04992E-7,2.8812E-7,8.71667E-4
10^4,-1.27867E-6,-7.53258E-7,1.42263E-7,4.47936E-7,0.001
10^4,-1.27474E-6,-7.37295E-7,2.07747E-7,6.35296E-7,0.00111
10^4,-1.26988E-6,-7.17013E-7,2.68226E-7,8.16758E-7,0.0012
10^4,-1.2634E-6,-6.84112E-7,2.70549E-7,9.68811E-7,0.00127
10^4,-1.25015E-6,-6.68549E-7,3.33539E-7,1.0168E-6,0.00132
10^4,-1.24385E-6,-6.65615E-7,4.06429E-7,1.49714E-6,0.00141
10^4,-1.24033E-6,-6.44883E-7,4.7076E-7,1.07052E-6,0.00145
10^4,-1.23961E-6,-6.24714E-7,5.61429E-7,5.96025E-7,0.00149
10^4,-1.22966E-6,-6.04034E-7,6.43745E-7,1.03592E-6,0.0015
10^4,-1.22194E-6,-5.86614E-7,6.52844E-7,1.48864E-6,0.00152
10^4,-1.21708E-6,-5.67666E-7,7.61567E-7,1.04316E-6,0.00128
10^4,-1.21575E-6,-5.49206E-7,9.112E-7,1.10479E-6,7.64515E-4
10^4,-1.21241E-6,-5.3259E-7,9.112E-7,1.1758E-6,8.39757E-4
10^4,-1.20141E-6,-5.12426E-7,9.68351E-7,1.28507E-6,9.28914E-4
10^4,-1.19574E-6,-4.94848E-7,1.00536E-6,1.3482E-6,0.00101
10^4,-1.18616E-6,-4.75313E-7,1.02668E-6,1.40327E-6,0.0011
10^4,-1.18488E-6,-4.52014E-7,1.07206E-6,1.50582E-6,0.00121
10^4,-1.18135E-6,-4.42538E-7,1.07484E-6,1.53273E-6,0.00132
10^4,-1.17473E-6,-4.24127E-7,1.08959E-6,1.57986E-6,0.00143
10^4,-1.17107E-6,-4.04363E-7,1.15692E-6,1.67673E-6,0.00154
10^4,-1.15983E-6,-3.85014E-7,1.20017E-6,1.68523E-6,0.00165
10^4,-1.15914E-6,-3.64098E-7,1.20017E-6,1.74284E-6,0.00175
10^4,-1.14751E-6,-3.43399E-7,1.27006E-6,1.83178E-6,0.00185
10^4,-1.14556E-6,-3.22598E-7,1.3228E-6,1.82815E-6,0.00196
10^4,-1.13185E-6,-2.97869E-7,1.38807E-6,1.73159E-6,0.00206
10^4,-1.13174E-6,-2.80839E-7,1.40231E-6,1.87955E-6,0.00217
10^4,-1.13005E-6,-2.59808E-7,1.47501E-6,1.97614E-6,0.00226
10^4,-1.11746E-6,-2.40094E-7,1.51178E-6,2.00185E-6,0.00235
10^4,-1.11263E-6,-2.38129E-7,1.58369E-6,2.14176E-6,0.00242
10^4,-1.11022E-6,-2.06126E-7,1.63606E-6,2.19228E-6,0.00249
10^4,-1.10223E-6,-1.83392E-7,1.67097E-6,2.28126E-6,0.00254
10^4,-1.10001E-6,-1.61563E-7,1.73082E-6,2.41204E-6,0.00256
10^4,-1.09474E-6,-1.42851E-7,1.7908E-6,2.49233E-6,0.00256
10^4,-1.08527E-6,-1.25228E-7,1.8526E-6,2.53556E-6,0.00252
10^4,-1.08317E-6,-1.07384E-7,1.92117E-6,2.6938E-6,0.00246
10^4,-1.07736E-6,-9.78338E-9,1.95297E-6,2.75573E-6,0.00239
10^4,-1.06994E-6,-9.78338E-9,2.03498E-6,2.81772E-6,0.00234
10^4,-1.06682E-6,-8.48382E-9,2.09815E-6,2.98034E-6,0.0023
10^4,-1.05963E-6,-5.66483E-9,2.13428E-6,3.05551E-6,0.00224
10^4,-1.0544E-6,-2.18138E-9,2.22606E-6,3.12512E-6,0.00218
10^4,-1.0544E-6,7.33891E-10,2.28896E-6,3.28844E-6,0.00214
10^4,-1.0436E-6,1.14636E-9,2.32921E-6,3.37307E-6,0.00211
10^4,-1.0436E-6,2.37854E-9,2.431E-6,3.41213E-6,0.00207
10^4,-1.04108E-6,1.04813E-8,2.44075E-6,3.56204E-6,0.00203
10^4,-1.04036E-6,4.40342E-8,2.565E-6,3.68047E-6,0.002
10^4,-1.04036E-6,6.11808E-8,2.61433E-6,3.77598E-6,0.00198
10^4,-1.03653E-6,6.11808E-8,2.67797E-6,3.92356E-6,0.00195
10^4,-1.03653E-6,1.14637E-7,2.79793E-6,4.03899E-6,0.00192
10^4,-1.03653E-6,1.19382E-7,2.84545E-6,4.14357E-6,0.0019
10^4,-1.03653E-6,1.38314E-7,2.91933E-6,4.28436E-6,0.00191
10^4,-1.03653E-6,1.51799E-7,3.04611E-6,4.40683E-6,0.00189
10^4,-1.03454E-6,1.51799E-7,3.09985E-6,4.52882E-6,0.00187
10^4,-1.03454E-6,1.66408E-7,3.17494E-6,4.6761E-6,0.00187
10^4,-1.03653E-6,1.80181E-7,3.3041E-6,4.80101E-6,0.00187
10^4,-1.04036E-6,1.80181E-7,3.35381E-6,4.93723E-6,0.00187
10^4,-1.04036E-6,1.95217E-7,3.45482E-6,5.09613E-6,0.00187
10^4,-1.04036E-6,2.10069E-7,3.56879E-6,5.24485E-6,0.00188
10^4,-1.04036E-6,2.24956E-7,3.63809E-6,5.38367E-6,0.00192
10^4,-1.04036E-6,2.4108E-7,3.74234E-6,5.54318E-6,0.0019
10^4,-1.04036E-6,2.5593E-7,3.86064E-6,5.70718E-6,0.00194
10^4,-1.04036E-6,2.73437E-7,3.92322E-6,5.86113E-6,0.00197
10^4,-1.02055E-6,2.88645E-7,4.03191E-6,6.06422E-6,0.00202
10^4,-1.02007E-6,3.04072E-7,4.21043E-6,6.24684E-6,0.00204
10^4,-1.00219E-6,3.19822E-7,4.25047E-6,6.46157E-6,0.0021
10^4,-9.68704E-7,3.34232E-7,4.36825E-6,6.67348E-6,0.00212
10^4,-9.68704E-7,3.50808E-7,4.46088E-6,6.92512E-6,0.00217
10^4,-9.4086E-7,3.67377E-7,4.58696E-6,7.18664E-6,0.00238
10^4,-9.31224E-7,4.0475E-7,4.68267E-6,7.44449E-6,0.0024
10^4,-9.20584E-7,4.12547E-7,4.79951E-6,7.76271E-6,0.00242
10^4,-9.04304E-7,4.18432E-7,4.92259E-6,8.08753E-6,0.00245
10^4,-9.03734E-7,4.29402E-7,5.03527E-6,8.42116E-6,0.0025
10^4,-8.97402E-7,4.44902E-7,5.16331E-6,8.8253E-6,0.00254
10^4,-8.93217E-7,4.62212E-7,5.28571E-6,9.2408E-6,0.00258
10^4,-8.86366E-7,4.77347E-7,5.40399E-6,9.60561E-6,0.00262
10^4,-8.81912E-7,4.92692E-7,5.55176E-6,1.01592E-5,0.00271
10^4,-8.75764E-7,5.0761E-7,5.68606E-6,1.07246E-5,0.00278
10^4,-8.75764E-7,5.26343E-7,5.81152E-6,1.1311E-5,0.0028
10^4,-8.71917E-7,5.3972E-7,5.95955E-6,1.19249E-5,0.00283
10^4,-8.66434E-7,5.57348E-7,6.09505E-6,1.26234E-5,0.00289
10^4,-8.62799E-7,5.72625E-7,6.22426E-6,1.33532E-5,0.00291
10^4,-8.57831E-7,5.86997E-7,6.36301E-6,1.41404E-5,0.00297
10^4,-8.53227E-7,6.03164E-7,6.52623E-6,1.49939E-5,0.00297
10^4,-8.49363E-7,6.19995E-7,6.68851E-6,1.59254E-5,0.00297
10^4,-8.4478E-7,6.34938E-7,6.85413E-6,1.69456E-5,0.00297
10^4,-8.41381E-7,6.50283E-7,7.02151E-6,1.80822E-5,0.00295
10^4,-8.36016E-7,6.64233E-7,7.19892E-6,1.93349E-5,0.00297
10^4,-8.31794E-7,6.86725E-7,7.35508E-6,2.07073E-5,0.00299
10^4,-8.26165E-7,7.14161E-7,7.53364E-6,2.22165E-5,0.00302
10^4,-8.15008E-7,7.14415E-7,7.72535E-6,2.38678E-5,0.00304
10^4,-8.13136E-7,7.24366E-7,7.89913E-6,2.56531E-5,0.00308
10^4,-8.08878E-7,7.46382E-7,8.10089E-6,2.7691E-5,0.00311
10^4,-8.07165E-7,7.64523E-7,8.29399E-6,2.97558E-5,0.00314
10^4,-8.02928E-7,7.91912E-7,8.47843E-6,3.19178E-5,0.00317
10^4,-7.98853E-7,8.05642E-7,8.72083E-6,3.42311E-5,0.00319
10^4,-7.93899E-7,8.33756E-7,8.92035E-6,3.67002E-5,0.00322
10^4,-7.88762E-7,8.51968E-7,9.14744E-6,3.93401E-5,0.00323
10^4,-7.84035E-7,8.80574E-7,9.38829E-6,4.21521E-5,0.00326
10^4,-7.79408E-7,9.11706E-7,9.70202E-6,4.51405E-5,0.00332
10^4,-7.76152E-7,9.35265E-7,1.01031E-5,4.83496E-5,0.00334
10^4,-7.76152E-7,9.58224E-7,1.01031E-5,5.17386E-5,0.00336
10^4,-7.76152E-7,9.672E-7,1.01031E-5,5.53445E-5,0.00336
10^4,-7.76152E-7,9.672E-7,1.01031E-5,5.91698E-5,0.00337
10^4,-7.76152E-7,9.672E-7,1.01031E-5,6.3192E-5,0.00338
10^4,-7.76152E-7,9.672E-7,1.01031E-5,6.04111E-5,0.00321
10^4,-7.76152E-7,9.672E-7,9.49395E-6,5.74391E-5,0.00312
10^4,-7.76152E-7,9.672E-7,9.22572E-6,5.45111E-5,0.00305
10^4,-7.76152E-7,8.30135E-7,8.95492E-6,5.16717E-5,0.00303
10^4,-7.76152E-7,8.16831E-7,8.71165E-6,4.89404E-5,0.003
10^4,-7.76152E-7,7.85277E-7,8.47019E-6,4.60722E-5,0.00295
10^4,-7.83106E-7,7.61631E-7,8.23938E-6,4.35902E-5,0.00291
10^4,-7.92079E-7,7.40434E-7,8.0094E-6,4.11866E-5,0.0029
10^4,-7.98291E-7,7.19851E-7,7.8022E-6,3.88477E-5,0.00286
10^4,-8.05543E-7,7.19851E-7,7.5805E-6,3.65618E-5,0.00281
10^4,-8.11718E-7,6.9879E-7,7.36352E-6,3.43394E-5,0.00278
10^4,-8.1808E-7,6.78952E-7,7.18061E-6,3.21763E-5,0.00275
10^4,-8.24027E-7,6.59419E-7,6.96769E-6,3.00854E-5,0.0027
10^4,-8.30644E-7,6.39874E-7,6.75507E-6,2.80894E-5,0.00267
10^4,-8.37115E-7,6.21054E-7,6.5631E-6,2.61966E-5,0.00263
10^4,-8.43167E-7,5.80628E-7,6.37197E-6,2.44007E-5,0.0026
10^4,-8.4891E-7,5.80468E-7,6.18367E-6,2.27246E-5,0.00256
10^4,-8.54469E-7,5.66778E-7,6.02297E-6,2.11589E-5,0.00253
10^4,-8.60882E-7,5.48208E-7,5.827E-6,1.97013E-5,0.00248
10^4,-8.66261E-7,5.31461E-7,5.66157E-6,1.83498E-5,0.00244
10^4,-8.71156E-7,5.13305E-7,5.49614E-6,1.70957E-5,0.00241
